"id";"Date.mutation";"Nature.mutation";"Code.postal";"Commune";"Code.departement";"Type.local";"Surface.reelle.bati";"Nombre.pieces.principales";"Surface.terrain";"Valeur.fonciere"
1;"02/01/2025";"Vente";79000;"NIORT";"79";"Maison";70;4;30;85000
2;"03/01/2025";"Vente";79210;"MAUZE-SUR-LE-MIGNON";"79";"Maison";87;5;540;139000
3;"02/01/2025";"Vente";79000;"NIORT";"79";"Maison";101;4;671;198000
4;"08/01/2025";"Vente";79260;"LA CRECHE";"79";"Maison";120;5;937;185000
5;"10/01/2025";"Vente";79000;"NIORT";"79";"Appartement";67;4;NA;120000
7;"14/01/2025";"Vente";79000;"NIORT";"79";"Maison";62;4;210;135000
8;"02/01/2025";"Vente";79210;"MAUZE-SUR-LE-MIGNON";"79";"Maison";100;1;42;142000
9;"10/01/2025";"Vente";79000;"NIORT";"79";"Maison";116;3;641;270000
10;"13/01/2025";"Vente";79000;"NIORT";"79";"Maison";93;4;407;197000
11;"16/01/2025";"Vente";79260;"LA CRECHE";"79";"Maison";141;5;188;134170
13;"10/01/2025";"Vente";79000;"NIORT";"79";"Maison";126;6;772;208915
14;"10/01/2025";"Vente";79230;"AIFFRES";"79";"Maison";88;4;721;142000
15;"14/01/2025";"Vente";79000;"NIORT";"79";"Maison";117;7;412;182000
16;"17/01/2025";"Vente";79160;"VILLIERS-EN-PLAINE";"79";"Maison";130;4;960;185000
17;"09/01/2025";"Vente";79210;"SAINT-HILAIRE-LA-PALUD";"79";"Maison";86;4;437;180000
18;"13/01/2025";"Vente";79000;"NIORT";"79";"Maison";112;4;600;258000
21;"21/01/2025";"Vente";79000;"NIORT";"79";"Maison";146;5;624;320000
22;"17/01/2025";"Vente";79000;"NIORT";"79";"Maison";195;7;655;516700
24;"07/01/2025";"Vente";79000;"NIORT";"79";"Appartement";66;3;NA;105000
25;"03/01/2025";"Vente";79000;"NIORT";"79";"Maison";60;4;205;140000
26;"06/01/2025";"Vente";79000;"NIORT";"79";"Maison";87;3;236;110000
28;"10/01/2025";"Vente";79000;"NIORT";"79";"Maison";90;3;106;149000
30;"22/01/2025";"Vente";79000;"NIORT";"79";"Maison";145;7;103;238000
31;"27/01/2025";"Vente";79000;"NIORT";"79";"Maison";72;3;339;175500
32;"22/01/2025";"Vente";79000;"NIORT";"79";"Maison";78;4;203;190000
33;"07/01/2025";"Vente";79210;"MAUZE-SUR-LE-MIGNON";"79";"Maison";70;4;283;87000
36;"15/01/2025";"Vente";79000;"NIORT";"79";"Appartement";39;2;NA;60500
37;"27/01/2025";"Vente";79000;"NIORT";"79";"Maison";120;5;250;234303,4
38;"07/01/2025";"Vente";79410;"ECHIRE";"79";"Maison";160;6;591;172000
39;"20/01/2025";"Vente";79000;"NIORT";"79";"Appartement";52;2;NA;89000
41;"24/01/2025";"Vente";79270;"SAINT-SYMPHORIEN";"79";"Maison";90;4;988;155000
43;"28/01/2025";"Vente";79000;"NIORT";"79";"Appartement";35;1;NA;1e+05
47;"17/01/2025";"Vente";79360;"BEAUVOIR-SUR-NIORT";"79";"Appartement";48;2;NA;62000
51;"20/01/2025";"Vente";79000;"NIORT";"79";"Maison";98;4;765;230000
52;"24/01/2025";"Vente";79230;"AIFFRES";"79";"Maison";77;4;323;178000
54;"16/01/2025";"Vente";79000;"NIORT";"79";"Appartement";69;4;NA;99000
55;"15/01/2025";"Vente";79260;"LA CRECHE";"79";"Maison";140;4;446;189000
56;"15/01/2025";"Vente";79260;"LA CRECHE";"79";"Maison";213;6;1180;270000
57;"10/01/2025";"Vente";79000;"NIORT";"79";"Appartement";41;2;NA;109900
58;"29/01/2025";"Vente";79230;"AIFFRES";"79";"Maison";200;5;1381;330000
61;"17/01/2025";"Vente";79000;"NIORT";"79";"Maison";452;10;456;480000
62;"30/01/2025";"Vente";79270;"FRONTENAY-ROHAN-ROHAN";"79";"Maison";103;4;582;103000
63;"24/01/2025";"Vente";79230;"AIFFRES";"79";"Maison";112;4;494;180000
64;"30/01/2025";"Vente";79000;"NIORT";"79";"Appartement";74;3;NA;78000
65;"15/01/2025";"Vente";79000;"NIORT";"79";"Maison";68;4;415;165000
67;"16/01/2025";"Vente";79210;"LE BOURDET";"79";"Maison";200;5;1935;347030
69;"29/01/2025";"Vente";79000;"NIORT";"79";"Maison";68;4;254;120000
72;"31/01/2025";"Vente";79210;"MAUZE-SUR-LE-MIGNON";"79";"Maison";78;4;958;160000
74;"27/01/2025";"Vente";79000;"NIORT";"79";"Maison";58;4;366;139000
75;"13/01/2025";"Vente";79180;"CHAURAY";"79";"Maison";118;3;78;135000
77;"15/01/2025";"Vente";79000;"NIORT";"79";"Appartement";77;4;NA;1e+05
81;"21/01/2025";"Vente";79000;"NIORT";"79";"Maison";99;4;289;335000
83;"21/01/2025";"Vente";79000;"NIORT";"79";"Appartement";47;2;NA;80200
84;"10/02/2025";"Vente";79160;"COULONGES-SUR-L AUTIZE";"79";"Maison";58;3;84;70000
85;"31/01/2025";"Vente";79180;"CHAURAY";"79";"Appartement";41;2;NA;85000
88;"17/01/2025";"Vente";79180;"CHAURAY";"79";"Maison";96;6;618;240000
90;"16/01/2025";"Vente";79000;"NIORT";"79";"Appartement";64;3;NA;119000
93;"31/01/2025";"Vente";79000;"NIORT";"79";"Maison";84;4;383;135000
94;"30/01/2025";"Vente";79000;"BESSINES";"79";"Maison";141;6;1072;425000
95;"30/01/2025";"Vente";79000;"NIORT";"79";"Appartement";22;1;NA;59000
96;"27/01/2025";"Vente";79000;"NIORT";"79";"Maison";68;4;146;142000
97;"22/01/2025";"Vente";79000;"NIORT";"79";"Maison";72;4;899;180000
98;"12/02/2025";"Vente";79000;"NIORT";"79";"Maison";105;5;535;201000
99;"20/01/2025";"Vente";79000;"NIORT";"79";"Maison";128;6;131;360000
100;"23/01/2025";"Vente";79000;"NIORT";"79";"Appartement";66;2;NA;125000
102;"06/02/2025";"Vente";79000;"NIORT";"79";"Maison";117;2;500;210000
103;"13/02/2025";"Vente";79230;"VOUILLE";"79";"Maison";129;5;762;274000
105;"17/02/2025";"Vente";79410;"SAINT GELAIS";"79";"Maison";98;4;607;133000
106;"21/01/2025";"Vente";79000;"NIORT";"79";"Maison";50;3;43;76000
108;"27/01/2025";"Vente";79260;"LA CRECHE";"79";"Maison";75;4;598;135000
109;"27/01/2025";"Vente";79360;"BEAUVOIR-SUR-NIORT";"79";"Maison";57;2;337;86000
112;"18/02/2025";"Vente";79000;"NIORT";"79";"Appartement";21;2;NA;42000
114;"22/01/2025";"Vente";79000;"NIORT";"79";"Appartement";46;2;NA;92000
116;"11/02/2025";"Vente";79000;"NIORT";"79";"Maison";77;4;313;148250
117;"04/02/2025";"Vente";79000;"NIORT";"79";"Maison";98;4;132;226000
121;"12/02/2025";"Vente";79000;"NIORT";"79";"Appartement";106;3;NA;387800
126;"12/02/2025";"Vente";79180;"CHAURAY";"79";"Maison";103;4;628;265000
127;"05/02/2025";"Vente";79510;"COULON";"79";"Maison";45;2;206;70100
128;"29/01/2025";"Vente";79000;"NIORT";"79";"Appartement";33;2;NA;68000
129;"21/02/2025";"Vente";79460;"MAGNE";"79";"Maison";164;5;903;376000
130;"27/01/2025";"Vente";79000;"NIORT";"79";"Maison";91;5;622;170000
131;"30/01/2025";"Vente";79000;"BESSINES";"79";"Maison";85;3;278;184000
132;"07/02/2025";"Vente";79230;"FORS";"79";"Maison";84;3;783;120000
133;"11/02/2025";"Vente";79000;"NIORT";"79";"Maison";71;5;329;131000
134;"12/02/2025";"Vente";79000;"NIORT";"79";"Maison";100;5;264;170000
135;"11/02/2025";"Vente";79230;"PRAHECQ";"79";"Maison";126;3;1312;85000
136;"13/02/2025";"Vente";79230;"PRAHECQ";"79";"Maison";113;5;649;170000
139;"19/02/2025";"Vente";79000;"NIORT";"79";"Maison";108;4;315;257000
142;"31/01/2025";"Vente";79270;"FRONTENAY-ROHAN-ROHAN";"79";"Maison";77;4;476;129000
143;"31/01/2025";"Vente";79000;"NIORT";"79";"Maison";131;6;592;2e+05
145;"12/02/2025";"Vente";79000;"NIORT";"79";"Maison";52;3;413;135400
148;"31/01/2025";"Vente";79000;"NIORT";"79";"Maison";102;4;833;108999
149;"31/01/2025";"Vente";79000;"NIORT";"79";"Appartement";39;2;NA;40000
153;"19/02/2025";"Vente";79000;"NIORT";"79";"Appartement";28;2;NA;62000
155;"03/02/2025";"Vente";79000;"NIORT";"79";"Maison";97;5;546;273050
156;"30/01/2025";"Vente";79180;"CHAURAY";"79";"Maison";77;2;719;2e+05
157;"13/02/2025";"Vente";79230;"BRULAIN";"79";"Maison";100;5;1313;45000
159;"03/02/2025";"Vente";79000;"NIORT";"79";"Maison";55;2;26;81500
161;"03/02/2025";"Vente";79000;"NIORT";"79";"Appartement";37;1;NA;42000
163;"04/02/2025";"Vente";79000;"NIORT";"79";"Maison";61;3;34;88000
165;"20/02/2025";"Vente";79000;"NIORT";"79";"Appartement";23;1;NA;72675
168;"04/02/2025";"Vente";79000;"NIORT";"79";"Appartement";25;1;NA;55000
169;"31/01/2025";"Vente";79000;"NIORT";"79";"Appartement";36;2;NA;82900
170;"03/02/2025";"Vente";79000;"NIORT";"79";"Maison";65;4;120;110000
171;"05/02/2025";"Vente";79000;"NIORT";"79";"Maison";138;8;264;229531
173;"07/02/2025";"Vente";79000;"NIORT";"79";"Maison";98;5;613;218000
175;"06/02/2025";"Vente";79260;"LA CRECHE";"79";"Maison";128;5;249;190000
178;"25/02/2025";"Vente";79000;"NIORT";"79";"Appartement";76;3;NA;176800
181;"21/02/2025";"Vente";79260;"LA CRECHE";"79";"Maison";81;4;300;191000
183;"27/02/2025";"Vente";79000;"NIORT";"79";"Appartement";36;2;NA;44000
184;"18/02/2025";"Vente";79000;"NIORT";"79";"Maison";59;3;42;92000
185;"19/02/2025";"Vente";79000;"NIORT";"79";"Maison";42;3;68;138250
186;"13/02/2025";"Vente";79000;"NIORT";"79";"Appartement";47;2;NA;120000
187;"03/03/2025";"Vente";79000;"NIORT";"79";"Maison";110;4;851;230000
188;"19/02/2025";"Vente";79000;"NIORT";"79";"Maison";134;4;1346;234500
190;"26/02/2025";"Vente";79000;"NIORT";"79";"Maison";168;5;559;315000
191;"12/02/2025";"Vente";79000;"NIORT";"79";"Maison";97;4;149;132500
193;"26/02/2025";"Vente";79000;"NIORT";"79";"Appartement";40;1;NA;59000
194;"26/02/2025";"Vente";79000;"NIORT";"79";"Maison";79;4;525;271831
196;"27/02/2025";"Vente";79000;"NIORT";"79";"Appartement";95;4;NA;168000
200;"28/02/2025";"Vente";79000;"NIORT";"79";"Maison";122;5;734;240000
201;"26/02/2025";"Vente";79270;"FRONTENAY-ROHAN-ROHAN";"79";"Maison";186;5;702;389000
203;"13/02/2025";"Vente";79270;"LE VANNEAU-IRLEAU";"79";"Maison";65;3;466;90000
204;"26/02/2025";"Vente";79270;"LE VANNEAU-IRLEAU";"79";"Maison";186;4;749;240000
206;"27/02/2025";"Vente";79230;"PRAHECQ";"79";"Maison";93;4;873;135000
207;"14/02/2025";"Vente";79270;"LE VANNEAU-IRLEAU";"79";"Maison";60;2;90;68000
208;"21/02/2025";"Vente";79000;"NIORT";"79";"Maison";110;5;152;230000
209;"05/03/2025";"Vente";79000;"NIORT";"79";"Maison";88;4;67;136800
213;"20/02/2025";"Vente";79410;"ECHIRE";"79";"Maison";91;4;406;182000
214;"17/02/2025";"Vente";79000;"NIORT";"79";"Maison";40;1;222;50000
215;"27/02/2025";"Vente";79210;"SAINT-HILAIRE-LA-PALUD";"79";"Maison";237;8;524;585000
216;"25/02/2025";"Vente";79510;"COULON";"79";"Maison";141;4;132;140000
217;"27/02/2025";"Vente";79460;"MAGNE";"79";"Maison";90;4;77;1e+05
218;"20/02/2025";"Vente";79000;"NIORT";"79";"Maison";121;6;599;265000
221;"07/03/2025";"Vente";79000;"NIORT";"79";"Maison";85;5;650;170000
222;"28/02/2025";"Vente";79000;"NIORT";"79";"Appartement";42;2;NA;104900
224;"06/03/2025";"Vente";79000;"NIORT";"79";"Maison";101;4;1339;160000
227;"18/02/2025";"Vente";79000;"NIORT";"79";"Maison";65;3;181;160400
228;"25/02/2025";"Vente";79270;"SAINT-SYMPHORIEN";"79";"Maison";99;4;649;187000
229;"27/02/2025";"Vente";79270;"LE VANNEAU-IRLEAU";"79";"Maison";90;3;676;64000
230;"27/02/2025";"Vente";79270;"FRONTENAY-ROHAN-ROHAN";"79";"Maison";77;4;418;108010
232;"21/02/2025";"Vente";79210;"VAL-DU-MIGNON";"79";"Maison";120;5;328;145000
235;"25/02/2025";"Vente";79180;"CHAURAY";"79";"Maison";110;5;507;196000
237;"03/03/2025";"Vente";79000;"NIORT";"79";"Maison";120;5;621;170000
238;"10/03/2025";"Vente";79000;"NIORT";"79";"Maison";98;4;408;126900
240;"04/03/2025";"Vente";79270;"SAINT-SYMPHORIEN";"79";"Maison";98;4;834;242900
241;"04/03/2025";"Vente";79000;"NIORT";"79";"Maison";80;3;115;192000
242;"13/03/2025";"Vente";79000;"NIORT";"79";"Maison";78;4;374;110000
243;"27/02/2025";"Vente";79000;"NIORT";"79";"Appartement";47;2;NA;75000
244;"05/03/2025";"Vente";79000;"NIORT";"79";"Appartement";33;2;NA;72000
245;"19/03/2025";"Vente";79000;"NIORT";"79";"Maison";83;4;616;310000
246;"28/02/2025";"Vente";79000;"NIORT";"79";"Maison";67;3;78;80000
248;"27/02/2025";"Vente";79180;"CHAURAY";"79";"Maison";97;4;1656;3e+05
249;"17/03/2025";"Vente";79000;"NIORT";"79";"Maison";41;2;NA;120000
251;"12/03/2025";"Vente";79000;"NIORT";"79";"Maison";86;4;51;182200
252;"26/02/2025";"Vente";79210;"MAUZE-SUR-LE-MIGNON";"79";"Maison";85;4;930;130000
253;"26/02/2025";"Vente";79000;"NIORT";"79";"Maison";73;4;218;165500
255;"13/03/2025";"Vente";79230;"VOUILLE";"79";"Maison";120;6;1287;120611
256;"21/03/2025";"Vente";79160;"VILLIERS-EN-PLAINE";"79";"Maison";84;5;814;110000
257;"13/03/2025";"Vente";79360;"PLAINE-D'ARGENSON";"79";"Maison";117;4;170;132710
258;"13/03/2025";"Vente";79000;"NIORT";"79";"Appartement";72;4;NA;115000
259;"14/03/2025";"Vente";79000;"NIORT";"79";"Appartement";59;2;NA;107000
260;"14/03/2025";"Vente";79230;"AIFFRES";"79";"Maison";91;5;574;155000
261;"06/03/2025";"Vente";79000;"NIORT";"79";"Maison";127;5;356;215000
262;"08/03/2025";"Vente";79210;"SAINT-GEORGES-DE-REX";"79";"Maison";43;2;890;39000
263;"27/02/2025";"Vente";79410;"SAINT GELAIS";"79";"Maison";139;4;579;302000
264;"20/03/2025";"Vente";79000;"NIORT";"79";"Maison";66;3;387;196000
265;"24/03/2025";"Vente";79260;"LA CRECHE";"79";"Maison";74;3;324;141000
269;"28/02/2025";"Vente";79270;"EPANNES";"79";"Maison";104;5;752;167000
270;"13/03/2025";"Vente";79210;"MAUZE-SUR-LE-MIGNON";"79";"Maison";64;3;765;152000
271;"10/03/2025";"Vente";79000;"NIORT";"79";"Maison";74;2;112;34000
272;"13/03/2025";"Vente";79210;"MAUZE-SUR-LE-MIGNON";"79";"Maison";92;6;595;124423,03
273;"17/03/2025";"Vente";79000;"NIORT";"79";"Appartement";83;4;NA;102000
275;"24/03/2025";"Vente";79000;"NIORT";"79";"Appartement";45;2;NA;129000
276;"26/03/2025";"Vente";79230;"VOUILLE";"79";"Maison";102;3;705;304200
277;"25/03/2025";"Vente";79000;"NIORT";"79";"Appartement";75;3;NA;98000
278;"25/03/2025";"Vente";79460;"MAGNE";"79";"Maison";112;6;632;187000
280;"18/03/2025";"Vente";79000;"NIORT";"79";"Maison";72;3;294;27000
281;"14/03/2025";"Vente";79000;"NIORT";"79";"Maison";135;6;686;210000
282;"21/03/2025";"Vente";79000;"NIORT";"79";"Appartement";58;3;NA;130300
283;"28/02/2025";"Vente";79000;"NIORT";"79";"Maison";83;5;117;113000
284;"13/03/2025";"Vente";79000;"NIORT";"79";"Maison";81;3;224;163000
285;"03/03/2025";"Vente";79000;"NIORT";"79";"Maison";94;3;145;122900
287;"04/03/2025";"Vente";79230;"AIFFRES";"79";"Maison";91;4;896;70000
288;"28/03/2025";"Vente";79260;"LA CRECHE";"79";"Maison";110;3;1118;125000
289;"05/03/2025";"Vente";79000;"NIORT";"79";"Maison";58;6;70;170000
290;"14/03/2025";"Vente";79000;"NIORT";"79";"Maison";50;3;45;45000
293;"10/03/2025";"Vente";79000;"NIORT";"79";"Maison";94;4;571;232000
295;"07/03/2025";"Vente";79410;"SAINT GELAIS";"79";"Maison";63;3;425;72573
296;"26/03/2025";"Vente";79000;"NIORT";"79";"Maison";100;4;62;90000
297;"14/03/2025";"Vente";79000;"NIORT";"79";"Appartement";53;2;NA;55000
298;"13/03/2025";"Vente";79000;"NIORT";"79";"Appartement";27;2;NA;65000
299;"26/03/2025";"Vente";79000;"NIORT";"79";"Maison";103;4;445;105500
302;"31/03/2025";"Vente";79210;"ARCAIS";"79";"Maison";233;8;375;338000
303;"31/03/2025";"Vente";79180;"CHAURAY";"79";"Maison";105;4;658;275910
305;"26/03/2025";"Vente";79000;"NIORT";"79";"Maison";63;3;253;143000
306;"28/03/2025";"Vente";79210;"VAL-DU-MIGNON";"79";"Maison";91;4;658;40000
308;"28/03/2025";"Vente";79000;"NIORT";"79";"Maison";60;4;191;155000
309;"28/03/2025";"Vente";79000;"NIORT";"79";"Appartement";67;4;NA;115000
312;"25/03/2025";"Vente";79000;"NIORT";"79";"Appartement";44;2;NA;62000
313;"27/03/2025";"Vente";79000;"NIORT";"79";"Appartement";65;4;365;173000
315;"03/04/2025";"Vente";79000;"NIORT";"79";"Maison";55;3;101;82000
316;"31/03/2025";"Vente";79230;"AIFFRES";"79";"Maison";125;4;628;245000
317;"17/03/2025";"Vente";79360;"PLAINE-D'ARGENSON";"79";"Maison";94;2;1080;79000
319;"13/03/2025";"Vente";79180;"CHAURAY";"79";"Maison";90;4;545;164770
320;"14/03/2025";"Vente";79000;"NIORT";"79";"Maison";137;5;363;260500
321;"14/03/2025";"Vente";79230;"VOUILLE";"79";"Maison";74;3;325;193333,33
323;"25/03/2025";"Vente";79000;"NIORT";"79";"Maison";89;4;91;233000
324;"25/03/2025";"Vente";79000;"NIORT";"79";"Maison";84;4;509;145000
327;"04/04/2025";"Vente";79000;"NIORT";"79";"Maison";85;4;553;215000
328;"08/04/2025";"Vente";79000;"NIORT";"79";"Appartement";30;1;NA;60000
329;"31/03/2025";"Vente";79410;"ECHIRE";"79";"Maison";92;4;621;187000
331;"24/03/2025";"Vente";79000;"BESSINES";"79";"Maison";70;3;NA;80000
334;"07/04/2025";"Vente";79230;"AIFFRES";"79";"Maison";216;5;1250;277512
335;"01/04/2025";"Vente";79000;"NIORT";"79";"Appartement";31;1;NA;66300
336;"04/04/2025";"Vente";79000;"NIORT";"79";"Appartement";65;4;NA;115000
338;"19/03/2025";"Vente";79000;"NIORT";"79";"Maison";91;5;572;205000
339;"31/03/2025";"Vente";79000;"NIORT";"79";"Appartement";32;1;NA;70000
340;"02/04/2025";"Vente";79260;"LA CRECHE";"79";"Maison";70;3;352;209450
344;"09/04/2025";"Vente";79360;"MARIGNY";"79";"Maison";137;5;457;262000
345;"08/04/2025";"Vente";79000;"NIORT";"79";"Maison";100;6;675;272000
346;"24/03/2025";"Vente";79000;"NIORT";"79";"Maison";128;4;608;255000
350;"20/03/2025";"Vente";79000;"NIORT";"79";"Maison";127;5;241;246000
351;"09/04/2025";"Vente";79000;"NIORT";"79";"Maison";114;4;204;222000
352;"15/04/2025";"Vente";79210;"SAINT-GEORGES-DE-REX";"79";"Maison";132;5;2974;75000
353;"20/03/2025";"Vente";79260;"LA CRECHE";"79";"Maison";89;4;633;149900
354;"11/04/2025";"Vente";79410;"SAINT-MAXIRE";"79";"Maison";130;5;867;2e+05
355;"27/03/2025";"Vente";79000;"NIORT";"79";"Appartement";74;3;NA;88000
357;"25/03/2025";"Vente";79160;"COULONGES-SUR-L AUTIZE";"79";"Maison";60;2;380;148500
358;"07/04/2025";"Vente";79000;"NIORT";"79";"Appartement";26;1;NA;48500
359;"09/04/2025";"Vente";79180;"CHAURAY";"79";"Maison";78;4;299;95925
360;"07/04/2025";"Vente";79000;"NIORT";"79";"Appartement";60;3;NA;115000
364;"09/04/2025";"Vente";79000;"NIORT";"79";"Maison";111;4;484;345000
365;"28/03/2025";"Vente";79000;"NIORT";"79";"Maison";36;2;20;110000
366;"28/03/2025";"Vente";79000;"NIORT";"79";"Maison";105;4;998;183100
367;"28/03/2025";"Vente";79210;"VAL-DU-MIGNON";"79";"Maison";132;5;954;50000
368;"08/04/2025";"Vente";79230;"FORS";"79";"Maison";70;4;49;74000
369;"03/04/2025";"Vente";79360;"MARIGNY";"79";"Maison";96;5;970;168000
371;"14/04/2025";"Vente";79000;"NIORT";"79";"Maison";86;5;369;120000
373;"02/04/2025";"Vente";79000;"NIORT";"79";"Maison";98;4;421;85000
374;"01/04/2025";"Vente";79000;"NIORT";"79";"Appartement";77;4;NA;147755
375;"28/03/2025";"Vente";79410;"ECHIRE";"79";"Maison";93;4;480;180000
379;"22/04/2025";"Vente";79230;"AIFFRES";"79";"Maison";99;4;663;221000
380;"15/04/2025";"Vente";79000;"NIORT";"79";"Maison";94;4;301;220000
381;"22/04/2025";"Vente";79000;"NIORT";"79";"Maison";84;3;56;124500
382;"15/04/2025";"Vente";79000;"NIORT";"79";"Maison";113;4;190;136500
384;"14/03/2025";"Vente";79210;"MAUZE-SUR-LE-MIGNON";"79";"Maison";30;2;81;80000
387;"01/04/2025";"Vente";79210;"SAINT-HILAIRE-LA-PALUD";"79";"Maison";47;2;197;80000
389;"04/04/2025";"Vente";79000;"NIORT";"79";"Maison";70;3;163;148800
390;"31/03/2025";"Vente";79230;"AIFFRES";"79";"Maison";123;5;602;264000
391;"18/04/2025";"Vente";79000;"NIORT";"79";"Maison";180;7;927;2e+05
393;"23/04/2025";"Vente";79000;"NIORT";"79";"Appartement";36;2;NA;83000
394;"31/03/2025";"Vente";79000;"NIORT";"79";"Appartement";74;3;NA;155000
395;"23/04/2025";"Vente";79000;"NIORT";"79";"Maison";60;3;42;40000
398;"31/03/2025";"Vente";79460;"MAGNE";"79";"Maison";89;4;1260;130000
399;"18/04/2025";"Vente";79000;"NIORT";"79";"Appartement";59;2;NA;60000
400;"24/04/2025";"Vente";79000;"NIORT";"79";"Maison";132;4;289;344000
401;"04/04/2025";"Vente";79000;"NIORT";"79";"Appartement";40;2;NA;80000
402;"04/04/2025";"Vente";79000;"NIORT";"79";"Maison";61;2;140;245000
404;"04/04/2025";"Vente";79000;"NIORT";"79";"Maison";100;4;354;157000
405;"04/04/2025";"Vente";79000;"NIORT";"79";"Maison";68;4;340;170000
406;"10/04/2025";"Vente";79180;"CHAURAY";"79";"Maison";146;6;410;379800
407;"10/04/2025";"Vente";79000;"NIORT";"79";"Maison";110;4;362;348500
409;"09/04/2025";"Vente";79000;"NIORT";"79";"Maison";93;4;105;140000
410;"25/04/2025";"Vente";79210;"SAINT-HILAIRE-LA-PALUD";"79";"Maison";145;5;905;315000
414;"23/04/2025";"Vente";79160;"COULONGES-SUR-L AUTIZE";"79";"Maison";78;3;162;115000
415;"14/04/2025";"Vente";79000;"NIORT";"79";"Maison";78;5;141;169300
417;"04/04/2025";"Vente";79360;"BEAUVOIR-SUR-NIORT";"79";"Appartement";62;3;NA;86000
418;"09/04/2025";"Vente";79000;"NIORT";"79";"Appartement";25;1;NA;30000
420;"14/04/2025";"Vente";79180;"CHAURAY";"79";"Appartement";41;2;NA;79000
421;"15/04/2025";"Vente";79000;"NIORT";"79";"Appartement";40;2;NA;81000
423;"14/04/2025";"Vente";79360;"BEAUVOIR-SUR-NIORT";"79";"Maison";95;3;505;117700
424;"25/04/2025";"Vente";79410;"SAINT-MAXIRE";"79";"Maison";122;5;1155;260000
425;"15/04/2025";"Vente";79000;"NIORT";"79";"Appartement";35;2;NA;51600
426;"07/04/2025";"Vente";79270;"LE VANNEAU-IRLEAU";"79";"Maison";65;5;435;105000
428;"29/04/2025";"Vente";79000;"NIORT";"79";"Appartement";55;2;NA;75000
429;"28/04/2025";"Vente";79230;"AIFFRES";"79";"Maison";81;4;251;239500
431;"17/04/2025";"Vente";79000;"NIORT";"79";"Maison";80;4;30;114000
432;"06/05/2025";"Vente";79000;"NIORT";"79";"Maison";80;3;317;1e+05
433;"30/04/2025";"Vente";79000;"NIORT";"79";"Maison";77;3;473;285000
434;"11/04/2025";"Vente";79160;"COULONGES-SUR-L AUTIZE";"79";"Maison";109;5;645;85000
435;"07/05/2025";"Vente";79000;"NIORT";"79";"Maison";150;6;308;365000
436;"18/04/2025";"Vente";79360;"BEAUVOIR-SUR-NIORT";"79";"Maison";88;4;598;183000
437;"05/05/2025";"Vente";79000;"NIORT";"79";"Maison";60;4;125;188210
438;"25/04/2025";"Vente";79210;"SAINT-HILAIRE-LA-PALUD";"79";"Maison";93;3;1603;136000
439;"06/05/2025";"Vente";79000;"NIORT";"79";"Maison";110;5;888;150000
440;"17/04/2025";"Vente";79270;"FRONTENAY-ROHAN-ROHAN";"79";"Maison";112;5;376;146000
442;"17/04/2025";"Vente";79000;"NIORT";"79";"Maison";77;4;288;100350
447;"22/04/2025";"Vente";79000;"NIORT";"79";"Appartement";68;4;NA;1e+05
451;"18/04/2025";"Vente";79000;"NIORT";"79";"Appartement";47;2;NA;111500
452;"06/05/2025";"Vente";79220;"GERMOND-ROUVRE";"79";"Maison";78;3;1118;105000
453;"25/04/2025";"Vente";79230;"AIFFRES";"79";"Maison";136;5;957;326000
455;"29/04/2025";"Vente";79210;"ARCAIS";"79";"Maison";36;2;395;126000
456;"12/05/2025";"Vente";79000;"NIORT";"79";"Maison";52;3;172;130000
457;"06/05/2025";"Vente";79180;"CHAURAY";"79";"Maison";96;2;170;135000
458;"30/04/2025";"Vente";79000;"NIORT";"79";"Appartement";62;3;NA;130000
460;"18/04/2025";"Vente";79270;"VALLANS";"79";"Maison";67;3;1052;155000
461;"14/05/2025";"Vente";79000;"NIORT";"79";"Maison";29;2;32;55000
462;"13/05/2025";"Vente";79000;"NIORT";"79";"Appartement";45;3;NA;140000
466;"29/04/2025";"Vente";79180;"CHAURAY";"79";"Maison";72;3;417;98700
467;"13/05/2025";"Vente";79000;"NIORT";"79";"Maison";78;5;44;45000
469;"16/05/2025";"Vente";79230;"AIFFRES";"79";"Maison";88;4;537;132000
470;"16/05/2025";"Vente";79160;"VILLIERS-EN-PLAINE";"79";"Maison";80;4;425;175000
472;"23/04/2025";"Vente";79000;"NIORT";"79";"Maison";86;3;571;165000
474;"19/05/2025";"Vente";79000;"NIORT";"79";"Maison";80;3;315;123000
477;"23/04/2025";"Vente";79210;"AMURE";"79";"Maison";153;4;553;160000
478;"24/04/2025";"Vente";79000;"NIORT";"79";"Maison";97;5;380;165000
479;"30/04/2025";"Vente";79000;"NIORT";"79";"Appartement";58;2;NA;91000
481;"23/04/2025";"Vente";79230;"VOUILLE";"79";"Maison";90;4;483;212650
485;"25/04/2025";"Vente";79510;"COULON";"79";"Maison";72;3;490;155000
486;"30/04/2025";"Vente";79210;"MAUZE-SUR-LE-MIGNON";"79";"Maison";114;4;455;1e+05
487;"16/05/2025";"Vente";79460;"MAGNE";"79";"Maison";73;4;588;160000
489;"23/04/2025";"Vente";79000;"NIORT";"79";"Maison";85;4;477;182000
490;"28/04/2025";"Vente";79180;"CHAURAY";"79";"Maison";79;4;349;221000
492;"25/04/2025";"Vente";79000;"NIORT";"79";"Appartement";24;1;NA;45000
496;"07/05/2025";"Vente";79000;"NIORT";"79";"Maison";37;1;20;104339
