"id";"Date.mutation";"Nature.mutation";"Code.postal";"Commune";"Code.departement";"Type.local";"Surface.reelle.bati";"Nombre.pieces.principales";"Surface.terrain";"Valeur.fonciere"
5795;"28/12/2022";"Vente";79180;"CHAURAY";"79";"Maison";92;3;463;191500
5798;"20/12/2022";"Vente";79410;"SAINT-MAXIRE";"79";"Maison";86;6;1132;138000
5799;"14/06/2022";"Vente";79210;"MAUZE-SUR-LE-MIGNON";"79";"Maison";200;6;48;170000
5801;"14/10/2022";"Vente";79180;"CHAURAY";"79";"Maison";52;3;500;130000
5804;"06/01/2021";"Vente";79000;"NIORT";"79";"Appartement";60;3;NA;78000
5805;"12/01/2021";"Vente";79000;"NIORT";"79";"Maison";77;3;145;125000
5808;"07/01/2021";"Vente";79000;"NIORT";"79";"Appartement";69;3;NA;115500
5809;"12/01/2021";"Vente";79000;"NIORT";"79";"Maison";77;4;139;95000
5812;"15/01/2021";"Vente";79210;"SAINT-GEORGES-DE-REX";"79";"Maison";156;6;1333;246340
5815;"07/01/2021";"Vente";79180;"CHAURAY";"79";"Maison";106;5;520;215000
5817;"15/01/2021";"Vente";79000;"NIORT";"79";"Appartement";83;4;NA;70000
5819;"14/01/2021";"Vente";79000;"NIORT";"79";"Appartement";63;3;NA;80000
5822;"18/01/2021";"Vente";79000;"NIORT";"79";"Maison";97;4;516;139400
5823;"19/01/2021";"Vente";79000;"NIORT";"79";"Maison";94;6;422;205000
5824;"04/01/2021";"Vente";79000;"NIORT";"79";"Appartement";74;3;NA;88000
5825;"06/01/2021";"Vente";79000;"NIORT";"79";"Maison";78;3;574;147950
5826;"07/01/2021";"Vente";79000;"NIORT";"79";"Maison";76;3;221;120000
5827;"04/01/2021";"Vente";79210;"ARCAIS";"79";"Maison";69;3;787;139000
5831;"06/01/2021";"Vente";79000;"NIORT";"79";"Maison";104;4;303;120000
5834;"25/01/2021";"Vente";79000;"NIORT";"79";"Appartement";71;3;NA;186215
5835;"22/01/2021";"Vente";79000;"NIORT";"79";"Appartement";80;3;NA;210000
5836;"22/01/2021";"Vente";79000;"NIORT";"79";"Appartement";78;3;NA;120000
5839;"27/01/2021";"Vente";79000;"NIORT";"79";"Maison";60;3;44;47500
5841;"27/01/2021";"Vente";79000;"NIORT";"79";"Appartement";32;2;NA;52000
5843;"12/01/2021";"Vente";79000;"NIORT";"79";"Maison";190;5;220;316700
5845;"08/01/2021";"Vente";79230;"AIFFRES";"79";"Maison";141;4;1000;3e+05
5846;"15/01/2021";"Vente";79000;"NIORT";"79";"Appartement";69;3;NA;80000
5847;"06/01/2021";"Vente";79000;"SCIECQ";"79";"Maison";140;7;1405;240000
5848;"29/01/2021";"Vente";79000;"NIORT";"79";"Maison";92;5;453;161000
5849;"04/01/2021";"Vente";79230;"BRULAIN";"79";"Maison";127;4;236;173000
5851;"13/01/2021";"Vente";79180;"CHAURAY";"79";"Maison";80;4;NA;118000
5855;"18/01/2021";"Vente";79270;"SANSAIS";"79";"Maison";90;4;763;253000
5856;"11/01/2021";"Vente";79000;"NIORT";"79";"Maison";68;4;97;152000
5858;"08/01/2021";"Vente";79000;"NIORT";"79";"Appartement";58;3;NA;78000
5860;"08/01/2021";"Vente";79000;"NIORT";"79";"Maison";39;1;16;65000
5863;"08/01/2021";"Vente";79270;"EPANNES";"79";"Maison";96;5;358;60000
5864;"26/01/2021";"Vente";79410;"SAINT-REMY";"79";"Maison";94;4;538;177000
5865;"15/01/2021";"Vente";79180;"CHAURAY";"79";"Maison";91;4;534;230000
5866;"15/01/2021";"Vente";79000;"NIORT";"79";"Appartement";114;4;NA;270000
5872;"15/01/2021";"Vente";79000;"NIORT";"79";"Maison";69;3;36;82000
5873;"06/01/2021";"Vente";79270;"VALLANS";"79";"Maison";117;4;569;75000
5874;"27/01/2021";"Vente";79230;"VOUILLE";"79";"Maison";105;5;1257;250000
5875;"29/01/2021";"Vente";79000;"NIORT";"79";"Appartement";58;3;NA;120000
5876;"27/01/2021";"Vente";79000;"NIORT";"79";"Appartement";84;4;NA;108000
5878;"08/01/2021";"Vente";79230;"AIFFRES";"79";"Maison";73;3;549;165000
5879;"28/01/2021";"Vente";79000;"NIORT";"79";"Appartement";73;4;NA;93000
5881;"06/01/2021";"Vente";79220;"GERMOND-ROUVRE";"79";"Maison";96;4;568;175000
5884;"08/01/2021";"Vente";79000;"NIORT";"79";"Appartement";17;1;NA;26000
5887;"08/01/2021";"Vente";79000;"NIORT";"79";"Maison";69;4;203;115000
5888;"12/01/2021";"Vente";79160;"VILLIERS-EN-PLAINE";"79";"Maison";72;2;460;72000
5889;"25/01/2021";"Vente";79210;"ARCAIS";"79";"Maison";45;1;120;1e+05
5891;"15/01/2021";"Vente";79000;"NIORT";"79";"Maison";84;4;760;248000
5892;"15/01/2021";"Vente";79460;"MAGNE";"79";"Maison";109;4;1500;195000
5896;"21/01/2021";"Vente";79000;"NIORT";"79";"Appartement";55;3;NA;87234
5897;"21/01/2021";"Vente";79510;"COULON";"79";"Maison";18;1;195;22000
5898;"14/01/2021";"Vente";79000;"NIORT";"79";"Appartement";75;3;NA;63000
5899;"22/01/2021";"Vente";79270;"LE VANNEAU-IRLEAU";"79";"Maison";125;5;87;15000
5906;"01/02/2021";"Vente";79180;"CHAURAY";"79";"Maison";85;4;601;2e+05
5907;"13/01/2021";"Vente";79000;"NIORT";"79";"Maison";73;4;303;138000
5909;"01/02/2021";"Vente";79000;"BESSINES";"79";"Maison";92;4;520;172000
5911;"03/02/2021";"Vente";79410;"ECHIRE";"79";"Maison";195;7;1356;347000
5912;"22/01/2021";"Vente";79000;"BESSINES";"79";"Maison";54;2;729;329600
5913;"05/02/2021";"Vente";79000;"NIORT";"79";"Maison";84;5;673;140000
5914;"29/01/2021";"Vente";79000;"NIORT";"79";"Maison";90;4;357;201190
5915;"08/02/2021";"Vente";79000;"NIORT";"79";"Maison";58;3;48;50000
5917;"05/02/2021";"Vente";79000;"NIORT";"79";"Maison";63;3;85;132000
5918;"04/02/2021";"Vente";79000;"NIORT";"79";"Maison";85;5;143;1e+05
5919;"03/02/2021";"Vente";79000;"NIORT";"79";"Maison";85;3;418;245000
5920;"04/02/2021";"Vente";79000;"NIORT";"79";"Appartement";67;3;NA;120000
5923;"25/01/2021";"Vente";79000;"NIORT";"79";"Appartement";56;3;NA;84000
5925;"05/02/2021";"Vente";79510;"COULON";"79";"Maison";118;4;302;350000
5926;"05/02/2021";"Vente";79000;"NIORT";"79";"Maison";78;4;354;172000
5927;"03/02/2021";"Vente";79160;"VILLIERS-EN-PLAINE";"79";"Maison";90;4;949;64000
5929;"19/01/2021";"Vente";79210;"SAINT-HILAIRE-LA-PALUD";"79";"Maison";98;4;198;119000
5930;"10/02/2021";"Vente";79000;"NIORT";"79";"Appartement";85;3;NA;175000
5931;"03/02/2021";"Vente";79000;"NIORT";"79";"Maison";82;4;1012;198000
5932;"29/01/2021";"Vente";79000;"NIORT";"79";"Maison";54;4;20;115000
5935;"12/01/2021";"Vente";79000;"NIORT";"79";"Maison";86;4;NA;144000
5936;"19/01/2021";"Vente";79000;"NIORT";"79";"Appartement";79;4;NA;84420
5938;"29/01/2021";"Vente";79000;"NIORT";"79";"Maison";120;5;694;221720
5939;"26/01/2021";"Vente";79000;"NIORT";"79";"Maison";108;5;362;75000
5940;"21/01/2021";"Vente";79000;"NIORT";"79";"Maison";162;6;264;240000
5942;"22/01/2021";"Vente";79000;"NIORT";"79";"Maison";24;2;27;35000
5945;"25/01/2021";"Vente";79270;"SAINT-SYMPHORIEN";"79";"Maison";86;4;390;176000
5947;"26/01/2021";"Vente";79000;"NIORT";"79";"Maison";86;4;575;110000
5948;"05/02/2021";"Vente";79510;"COULON";"79";"Maison";69;3;1204;1e+05
5949;"26/01/2021";"Vente";79460;"MAGNE";"79";"Maison";96;4;1071;160000
5950;"10/02/2021";"Vente";79000;"NIORT";"79";"Appartement";63;3;NA;82500
5951;"11/02/2021";"Vente";79000;"NIORT";"79";"Maison";126;6;658;175000
5952;"04/02/2021";"Vente";79160;"COULONGES-SUR-L AUTIZE";"79";"Maison";81;4;1404;93000
5953;"26/01/2021";"Vente";79410;"SAINT-MAXIRE";"79";"Maison";147;4;342;232000
5954;"01/02/2021";"Vente";79000;"NIORT";"79";"Maison";81;4;599;140000
5958;"01/02/2021";"Vente";79000;"BESSINES";"79";"Maison";87;4;972;130000
5959;"11/02/2021";"Vente";79000;"NIORT";"79";"Maison";76;5;122;180000
5962;"28/01/2021";"Vente";79000;"NIORT";"79";"Maison";77;3;106;90000
5964;"26/01/2021";"Vente";79210;"AMURE";"79";"Maison";168;4;743;205000
5965;"12/01/2021";"Vente";79510;"COULON";"79";"Maison";60;3;884;80000
5966;"03/02/2021";"Vente";79000;"NIORT";"79";"Appartement";60;3;NA;98000
5967;"26/01/2021";"Vente";79230;"AIFFRES";"79";"Maison";134;4;805;330000
5968;"29/01/2021";"Vente";79210;"AMURE";"79";"Maison";130;4;1408;278500
5969;"08/02/2021";"Vente";79180;"CHAURAY";"79";"Maison";87;5;560;177000
5970;"01/02/2021";"Vente";79000;"NIORT";"79";"Maison";100;6;640;129000
5971;"27/01/2021";"Vente";79230;"AIFFRES";"79";"Maison";136;4;1400;310000
5972;"04/02/2021";"Vente";79260;"LA CRECHE";"79";"Maison";97;3;587;205000
5975;"05/02/2021";"Vente";79260;"LA CRECHE";"79";"Maison";79;3;1325;146900
5976;"04/02/2021";"Vente";79000;"NIORT";"79";"Maison";114;7;322;209001
5977;"09/02/2021";"Vente";79000;"NIORT";"79";"Maison";120;4;781;186000
5978;"03/02/2021";"Vente";79000;"NIORT";"79";"Maison";102;6;311;169500
5979;"12/02/2021";"Vente";79000;"NIORT";"79";"Maison";82;3;57;95000
5980;"16/02/2021";"Vente";79000;"NIORT";"79";"Appartement";41;2;54;240000
5984;"04/02/2021";"Vente";79000;"NIORT";"79";"Maison";71;4;872;133000
5985;"29/01/2021";"Vente";79270;"VALLANS";"79";"Maison";111;4;1140;246000
5987;"29/01/2021";"Vente";79210;"MAUZE-SUR-LE-MIGNON";"79";"Maison";88;4;103;70000
5990;"18/02/2021";"Vente";79360;"BEAUVOIR-SUR-NIORT";"79";"Maison";74;3;NA;64500
5991;"28/01/2021";"Vente";79000;"NIORT";"79";"Appartement";76;3;NA;165000
5992;"19/02/2021";"Vente";79000;"NIORT";"79";"Appartement";56;3;NA;40000
5994;"08/02/2021";"Vente";79180;"CHAURAY";"79";"Maison";135;4;651;262000
5995;"15/02/2021";"Vente";79230;"VOUILLE";"79";"Maison";59;3;331;138000
5997;"09/02/2021";"Vente";79000;"NIORT";"79";"Appartement";40;1;NA;45000
5998;"12/02/2021";"Vente";79270;"LE VANNEAU-IRLEAU";"79";"Maison";120;5;502;196600
6000;"10/02/2021";"Vente";79000;"NIORT";"79";"Maison";107;4;382;128000
6002;"12/02/2021";"Vente";79000;"NIORT";"79";"Maison";144;8;301;375000
6004;"05/02/2021";"Vente";79210;"MAUZE-SUR-LE-MIGNON";"79";"Maison";85;3;106;78500
6005;"16/02/2021";"Vente";79000;"NIORT";"79";"Maison";88;3;467;85000
6006;"17/02/2021";"Vente";79360;"MARIGNY";"79";"Maison";116;4;433;150000
6008;"19/02/2021";"Vente";79000;"NIORT";"79";"Maison";124;5;484;260000
6011;"12/02/2021";"Vente";79000;"NIORT";"79";"Maison";81;4;429;240000
6013;"12/02/2021";"Vente";79000;"NIORT";"79";"Maison";52;3;108;158000
6014;"10/02/2021";"Vente";79000;"NIORT";"79";"Appartement";52;3;NA;94000
6015;"01/03/2021";"Vente";79000;"NIORT";"79";"Appartement";40;2;NA;63000
6017;"16/02/2021";"Vente";79160;"COULONGES-SUR-L AUTIZE";"79";"Maison";96;3;495;1e+05
6018;"26/02/2021";"Vente";79000;"NIORT";"79";"Maison";76;3;52;78000
6019;"25/02/2021";"Vente";79000;"NIORT";"79";"Maison";86;5;352;122000
6020;"01/03/2021";"Vente";79160;"VILLIERS-EN-PLAINE";"79";"Maison";127;4;38;42000
6021;"23/02/2021";"Vente";79000;"NIORT";"79";"Maison";76;4;444;178000
6022;"01/03/2021";"Vente";79000;"NIORT";"79";"Maison";149;6;742;345000
6023;"26/02/2021";"Vente";79000;"NIORT";"79";"Maison";71;4;721;145000
6026;"24/02/2021";"Vente";79460;"MAGNE";"79";"Maison";170;5;609;240000
6027;"25/02/2021";"Vente";79000;"NIORT";"79";"Appartement";56;3;NA;73000
6028;"02/03/2021";"Vente";79000;"NIORT";"79";"Maison";75;5;206;135000
6029;"03/03/2021";"Vente";79000;"NIORT";"79";"Maison";87;5;410;230000
6031;"09/02/2021";"Vente";79000;"NIORT";"79";"Maison";52;2;36;43000
6032;"08/02/2021";"Vente";79000;"NIORT";"79";"Appartement";47;2;NA;82000
6033;"17/02/2021";"Vente";79000;"NIORT";"79";"Maison";68;3;339;180000
6034;"01/03/2021";"Vente";79180;"CHAURAY";"79";"Maison";90;4;560;2e+05
6036;"19/02/2021";"Vente";79000;"NIORT";"79";"Maison";85;4;249;140000
6038;"10/02/2021";"Vente";79230;"VOUILLE";"79";"Maison";68;3;608;125000
6040;"02/03/2021";"Vente";79000;"NIORT";"79";"Maison";67;3;103;112000
6042;"22/02/2021";"Vente";79160;"COULONGES-SUR-L AUTIZE";"79";"Maison";80;4;1640;125000
6043;"26/02/2021";"Vente";79000;"NIORT";"79";"Appartement";83;4;NA;170000
6044;"26/02/2021";"Vente";79000;"NIORT";"79";"Appartement";74;3;NA;66000
6045;"26/02/2021";"Vente";79000;"NIORT";"79";"Appartement";85;4;NA;60000
6046;"17/02/2021";"Vente";79000;"NIORT";"79";"Maison";120;5;474;185000
6047;"11/02/2021";"Vente";79000;"NIORT";"79";"Maison";163;6;338;388740
6048;"15/02/2021";"Vente";79000;"NIORT";"79";"Appartement";50;2;NA;83000
6049;"18/02/2021";"Vente";79000;"NIORT";"79";"Maison";107;4;69;292000
6050;"16/02/2021";"Vente";79000;"NIORT";"79";"Maison";94;4;849;145000
6052;"12/02/2021";"Vente";79230;"AIFFRES";"79";"Maison";136;5;1326;157000
6053;"15/02/2021";"Vente";79270;"VALLANS";"79";"Maison";80;3;226;112000
6054;"15/02/2021";"Vente";79270;"FRONTENAY-ROHAN-ROHAN";"79";"Maison";122;5;883;185000
6055;"15/02/2021";"Vente";79510;"COULON";"79";"Maison";137;4;809;223000
6058;"25/02/2021";"Vente";79210;"SAINT-HILAIRE-LA-PALUD";"79";"Maison";130;4;374;185000
6059;"16/02/2021";"Vente";79270;"SAINT-SYMPHORIEN";"79";"Maison";170;4;768;295000
6060;"19/02/2021";"Vente";79180;"CHAURAY";"79";"Maison";166;6;1800;385000
6062;"16/02/2021";"Vente";79000;"BESSINES";"79";"Maison";75;3;293;139000
6063;"13/02/2021";"Vente";79000;"NIORT";"79";"Appartement";82;3;NA;88000
6066;"15/02/2021";"Vente";79210;"AMURE";"79";"Maison";73;2;548;104000
6069;"16/02/2021";"Vente";79000;"NIORT";"79";"Appartement";66;4;NA;97000
6070;"23/02/2021";"Vente";79160;"COULONGES-SUR-L AUTIZE";"79";"Maison";84;3;244;90240
6072;"08/03/2021";"Vente";79260;"LA CRECHE";"79";"Maison";80;4;295;95000
6073;"05/03/2021";"Vente";79000;"NIORT";"79";"Maison";78;4;157;71100
6074;"05/03/2021";"Vente";79000;"NIORT";"79";"Maison";121;5;205;270000
6075;"17/02/2021";"Vente";79000;"NIORT";"79";"Appartement";37;2;NA;81800
6076;"01/03/2021";"Vente";79210;"VAL-DU-MIGNON";"79";"Maison";124;3;891;170000
6077;"19/02/2021";"Vente";79360;"PLAINE-D'ARGENSON";"79";"Maison";51;2;415;143000
6078;"17/02/2021";"Vente";79230;"FORS";"79";"Maison";45;2;440;21000
6080;"19/02/2021";"Vente";79000;"NIORT";"79";"Maison";68;4;303;132000
6081;"19/02/2021";"Vente";79230;"FORS";"79";"Maison";79;4;1009;160000
6082;"19/02/2021";"Vente";79000;"NIORT";"79";"Maison";98;6;487;137000
6083;"23/02/2021";"Vente";79000;"NIORT";"79";"Maison";67;4;650;190000
6085;"22/02/2021";"Vente";79000;"NIORT";"79";"Maison";68;4;242;150000
6087;"26/02/2021";"Vente";79000;"NIORT";"79";"Maison";146;6;471;242000
6089;"26/02/2021";"Vente";79230;"PRAHECQ";"79";"Maison";160;6;1345;290000
6091;"15/03/2021";"Vente";79000;"NIORT";"79";"Appartement";47;2;NA;71000
6092;"15/03/2021";"Vente";79000;"NIORT";"79";"Maison";86;5;585;230000
6093;"25/02/2021";"Vente";79230;"VOUILLE";"79";"Maison";112;5;749;102000
6094;"09/03/2021";"Vente";79000;"NIORT";"79";"Appartement";60;4;1093;235000
6096;"25/02/2021";"Vente";79230;"VOUILLE";"79";"Maison";132;4;547;269000
6098;"25/02/2021";"Vente";79510;"COULON";"79";"Maison";168;6;3901;195000
6099;"12/03/2021";"Vente";79000;"NIORT";"79";"Appartement";92;5;NA;132000
6100;"26/02/2021";"Vente";79000;"BESSINES";"79";"Maison";102;4;876;275000
6101;"17/02/2021";"Vente";79210;"SAINT-GEORGES-DE-REX";"79";"Maison";172;8;131;177000
6102;"26/02/2021";"Vente";79000;"NIORT";"79";"Appartement";114;5;NA;174000
6103;"12/03/2021";"Vente";79230;"AIFFRES";"79";"Maison";77;3;468;184000
6104;"05/03/2021";"Vente";79000;"NIORT";"79";"Maison";99;5;90;67400
6108;"05/03/2021";"Vente";79000;"NIORT";"79";"Appartement";61;2;NA;125000
6109;"22/02/2021";"Vente";79160;"COULONGES-SUR-L AUTIZE";"79";"Maison";120;4;414;85500
6111;"24/02/2021";"Vente";79160;"VILLIERS-EN-PLAINE";"79";"Maison";100;3;1630;55000
6112;"15/03/2021";"Vente";79000;"NIORT";"79";"Appartement";74;3;NA;93000
6114;"02/03/2021";"Vente";79000;"NIORT";"79";"Appartement";132;4;NA;176016
6115;"05/03/2021";"Vente";79220;"GERMOND-ROUVRE";"79";"Maison";114;5;1045;190000
6118;"20/03/2021";"Vente";79000;"NIORT";"79";"Maison";105;6;849;173000
6121;"26/02/2021";"Vente";79230;"VOUILLE";"79";"Maison";100;4;653;138000
6122;"26/02/2021";"Vente";79000;"NIORT";"79";"Maison";67;4;392;95000
6123;"04/03/2021";"Vente";79000;"BESSINES";"79";"Maison";88;4;NA;75000
6124;"01/03/2021";"Vente";79510;"COULON";"79";"Maison";90;4;500;189000
6126;"23/02/2021";"Vente";79210;"SAINT-HILAIRE-LA-PALUD";"79";"Maison";67;3;376;73000
6127;"05/03/2021";"Vente";79230;"VOUILLE";"79";"Maison";119;4;802;274000
6128;"05/03/2021";"Vente";79000;"NIORT";"79";"Appartement";67;4;NA;104000
6129;"18/03/2021";"Vente";79000;"NIORT";"79";"Maison";66;4;116;59900
6130;"26/02/2021";"Vente";79000;"NIORT";"79";"Maison";61;4;427;112000
6132;"26/02/2021";"Vente";79000;"NIORT";"79";"Maison";115;4;573;150000
6133;"17/02/2021";"Vente";79410;"SAINT GELAIS";"79";"Maison";64;3;72;117000
6134;"15/03/2021";"Vente";79000;"NIORT";"79";"Maison";56;3;322;74990
6135;"05/03/2021";"Vente";79000;"BESSINES";"79";"Maison";91;4;749;259200
6137;"04/03/2021";"Vente";79000;"NIORT";"79";"Appartement";55;3;NA;65000
6140;"19/03/2021";"Vente";79000;"NIORT";"79";"Maison";60;3;142;88000
6143;"01/03/2021";"Vente";79270;"FRONTENAY-ROHAN-ROHAN";"79";"Maison";95;3;36;95000
6144;"17/03/2021";"Vente";79000;"NIORT";"79";"Maison";75;4;324;60000
6145;"16/03/2021";"Vente";79270;"VALLANS";"79";"Maison";142;4;1972;350000
6146;"19/03/2021";"Vente";79000;"NIORT";"79";"Maison";90;5;385;138500
6147;"23/03/2021";"Vente";79000;"NIORT";"79";"Appartement";23;1;NA;36700
6149;"23/03/2021";"Vente";79000;"NIORT";"79";"Appartement";69;4;NA;80000
6150;"26/03/2021";"Vente";79230;"AIFFRES";"79";"Maison";90;5;163;85200
6152;"08/03/2021";"Vente";79460;"MAGNE";"79";"Maison";153;4;97;143000
6153;"04/03/2021";"Vente";79000;"NIORT";"79";"Maison";66;4;543;250000
6154;"25/03/2021";"Vente";79000;"NIORT";"79";"Maison";105;4;126;57000
6155;"25/03/2021";"Vente";79000;"NIORT";"79";"Maison";98;4;63;22000
6156;"05/03/2021";"Vente";79230;"VOUILLE";"79";"Maison";170;4;1601;3e+05
6158;"11/03/2021";"Vente";79210;"ARCAIS";"79";"Maison";140;5;280;2e+05
6159;"05/03/2021";"Vente";79000;"NIORT";"79";"Maison";90;4;103;28500
6160;"04/03/2021";"Vente";79000;"NIORT";"79";"Maison";82;4;270;103000
6161;"27/03/2021";"Vente";79000;"NIORT";"79";"Maison";80;4;220;119000
6162;"08/03/2021";"Vente";79260;"LA CRECHE";"79";"Maison";128;6;1167;210000
6164;"05/03/2021";"Vente";79000;"NIORT";"79";"Maison";108;5;434;118000
6165;"05/03/2021";"Vente";79160;"VILLIERS-EN-PLAINE";"79";"Maison";75;3;1060;105000
6166;"18/03/2021";"Vente";79230;"FORS";"79";"Maison";149;5;725;82500
6167;"11/03/2021";"Vente";79210;"MAUZE-SUR-LE-MIGNON";"79";"Maison";86;3;167;25000
6169;"12/03/2021";"Vente";79000;"NIORT";"79";"Appartement";18;1;NA;33000
6170;"25/03/2021";"Vente";79180;"CHAURAY";"79";"Maison";84;4;312;190000
6173;"26/03/2021";"Vente";79000;"NIORT";"79";"Maison";169;8;974;250000
6174;"11/03/2021";"Vente";79000;"NIORT";"79";"Maison";67;3;360;119000
6176;"22/03/2021";"Vente";79000;"NIORT";"79";"Maison";171;6;390;361500
6177;"15/03/2021";"Vente";79000;"NIORT";"79";"Maison";85;4;331;190000
6179;"19/03/2021";"Vente";79000;"NIORT";"79";"Maison";43;3;29;50000
6180;"11/03/2021";"Vente";79160;"COULONGES-SUR-L AUTIZE";"79";"Maison";85;5;1027;143000
6181;"29/03/2021";"Vente";79270;"FRONTENAY-ROHAN-ROHAN";"79";"Maison";102;4;464;50000
6184;"31/03/2021";"Vente";79000;"NIORT";"79";"Maison";73;4;343;140000
6185;"19/03/2021";"Vente";79000;"NIORT";"79";"Maison";235;7;190;322000
6186;"29/03/2021";"Vente";79230;"AIFFRES";"79";"Maison";88;4;532;175000
6187;"24/03/2021";"Vente";79410;"SAINT GELAIS";"79";"Maison";82;3;365;165000
6189;"06/04/2021";"Vente";79000;"NIORT";"79";"Maison";108;5;389;176500
6190;"17/03/2021";"Vente";79410;"ECHIRE";"79";"Maison";185;8;958;510000
6192;"24/03/2021";"Vente";79270;"SANSAIS";"79";"Maison";117;4;331;110000
6193;"09/03/2021";"Vente";79000;"NIORT";"79";"Maison";33;2;33;20000
6194;"26/03/2021";"Vente";79000;"NIORT";"79";"Maison";90;5;172;138000
6195;"22/03/2021";"Vente";79210;"MAUZE-SUR-LE-MIGNON";"79";"Maison";130;5;91;139920
6196;"01/04/2021";"Vente";79000;"NIORT";"79";"Maison";72;5;277;88000
6197;"23/03/2021";"Vente";79000;"NIORT";"79";"Maison";50;2;150;90000
6201;"29/03/2021";"Vente";79460;"MAGNE";"79";"Maison";198;7;618;186000
6202;"26/03/2021";"Vente";79410;"SAINT GELAIS";"79";"Maison";165;4;591;135000
6203;"31/03/2021";"Vente";79000;"NIORT";"79";"Maison";93;5;464;150000
6204;"12/03/2021";"Vente";79270;"FRONTENAY-ROHAN-ROHAN";"79";"Maison";60;3;104;37000
6205;"13/03/2021";"Vente";79000;"NIORT";"79";"Maison";45;3;37;91000
6206;"15/03/2021";"Vente";79230;"PRAHECQ";"79";"Maison";95;5;515;58000
6207;"16/03/2021";"Vente";79230;"AIFFRES";"79";"Maison";144;6;593;3e+05
6208;"18/03/2021";"Vente";79000;"NIORT";"79";"Maison";60;4;125;145000
6209;"15/03/2021";"Vente";79210;"PRIN-DEYRANCON";"79";"Maison";170;5;456;1e+05
6211;"18/03/2021";"Vente";79270;"LA ROCHENARD";"79";"Maison";95;3;699;133000
6212;"16/03/2021";"Vente";79260;"LA CRECHE";"79";"Maison";128;5;560;90000
6213;"12/03/2021";"Vente";79270;"SAINT-SYMPHORIEN";"79";"Maison";139;5;615;2e+05
6214;"16/03/2021";"Vente";79180;"CHAURAY";"79";"Appartement";61;3;NA;97000
6215;"12/03/2021";"Vente";79000;"NIORT";"79";"Maison";104;4;566;162500
6218;"16/03/2021";"Vente";79000;"NIORT";"79";"Appartement";42;2;NA;80000
6221;"29/03/2021";"Vente";79000;"NIORT";"79";"Appartement";83;5;NA;67000
6222;"30/03/2021";"Vente";79000;"NIORT";"79";"Maison";120;4;122;140000
6224;"08/04/2021";"Vente";79000;"NIORT";"79";"Appartement";75;3;NA;54000
6225;"09/04/2021";"Vente";79000;"NIORT";"79";"Appartement";58;3;NA;149800
6226;"07/04/2021";"Vente";79000;"NIORT";"79";"Maison";70;4;169;120000
6229;"01/04/2021";"Vente";79000;"NIORT";"79";"Appartement";41;2;NA;63500
6234;"07/04/2021";"Vente";79000;"NIORT";"79";"Appartement";56;3;NA;86900
6236;"24/03/2021";"Vente";79230;"PRAHECQ";"79";"Maison";69;3;323;163000
6237;"29/03/2021";"Vente";79000;"NIORT";"79";"Maison";88;4;394;100400
6238;"06/04/2021";"Vente";79000;"NIORT";"79";"Maison";59;3;80;125000
6239;"08/04/2021";"Vente";79000;"NIORT";"79";"Maison";135;4;48;110000
6240;"07/04/2021";"Vente";79000;"NIORT";"79";"Appartement";40;2;NA;61900
6241;"01/04/2021";"Vente";79000;"NIORT";"79";"Appartement";31;1;NA;49000
6242;"23/03/2021";"Vente";79000;"NIORT";"79";"Maison";46;3;34;55000
6243;"22/03/2021";"Vente";79000;"NIORT";"79";"Appartement";42;2;NA;70000
6245;"31/03/2021";"Vente";79000;"NIORT";"79";"Maison";60;3;26;90000
6246;"22/03/2021";"Vente";79180;"CHAURAY";"79";"Appartement";42;2;NA;60000
6249;"23/03/2021";"Vente";79230;"AIFFRES";"79";"Maison";115;6;492;98000
6251;"31/03/2021";"Vente";79360;"LA FOYE MONJAULT";"79";"Maison";220;5;1978;84000
6252;"26/03/2021";"Vente";79000;"NIORT";"79";"Maison";60;2;226;60000
6255;"22/03/2021";"Vente";79460;"MAGNE";"79";"Maison";80;3;770;150000
6257;"26/03/2021";"Vente";79260;"LA CRECHE";"79";"Maison";155;7;120;160000
6260;"24/03/2021";"Vente";79000;"NIORT";"79";"Maison";45;2;18;60000
6261;"13/04/2021";"Vente";79410;"ECHIRE";"79";"Maison";88;4;572;220000
6263;"14/04/2021";"Vente";79460;"MAGNE";"79";"Maison";157;5;772;335000
6264;"25/03/2021";"Vente";79000;"NIORT";"79";"Maison";85;4;497;40000
6265;"26/03/2021";"Vente";79270;"FRONTENAY-ROHAN-ROHAN";"79";"Maison";141;5;182;82000
6266;"19/04/2021";"Vente";79000;"NIORT";"79";"Maison";80;3;350;174000
6268;"20/04/2021";"Vente";79270;"FRONTENAY-ROHAN-ROHAN";"79";"Maison";76;4;285;69300
6270;"21/04/2021";"Vente";79000;"NIORT";"79";"Maison";75;3;954;148000
6271;"20/04/2021";"Vente";79260;"LA CRECHE";"79";"Maison";134;6;1003;280000
6273;"16/04/2021";"Vente";79000;"NIORT";"79";"Appartement";61;2;NA;135000
6277;"31/03/2021";"Vente";79410;"SAINT-MAXIRE";"79";"Maison";85;5;942;130000
6280;"31/03/2021";"Vente";79410;"SAINT-MAXIRE";"79";"Maison";80;3;430;148000
6281;"31/03/2021";"Vente";79510;"COULON";"79";"Maison";154;6;1893;376000
6282;"30/03/2021";"Vente";79000;"NIORT";"79";"Appartement";20;1;NA;46900
6288;"30/03/2021";"Vente";79220;"GERMOND-ROUVRE";"79";"Maison";158;4;1261;339000
